X;Y;osm_id;ref_cnc;name;marque;wheelchair;opening_hours;open_air;drive_in;cinema3d;nb_screens;capacity;acoustic;website;phone;facebook;wikidata;siret;com_insee;com_nom
6.7699713;47.3838196000795;node/7022588334;"319582";Cinéma le Foyer;;;;;;yes;"1";"100";;;;;;;"25463";Pont-de-Roide-Vermondans
-1.37969275089459;47.9151714405688;way/123731934;"335711";Le Restéria;;;;;;;;;;;;;;;"35239";Retiers
2.3590854;48.9365693997081;node/346591247;"381912";L'Écran;;;;;;;;;;https://www.lecranstdenis.org/;+33 1 49 33 66 88;;Q61859328;;"93066";Saint-Denis
6.6482672;45.1915330004488;node/9125016944;"167151";L'Embellie;;;;;;yes;"1";"174";;;;;;;"73117";Fourneaux
6.3411396;43.7796080005386;node/3621424413;;La Palud-sur-Verdon - Cinéma de Pays;;yes;;;;yes;"1";;;https://cinemadepays.wixsite.com/cinema;+33 9 63 04 56 52;;;;"04144";La Palud-sur-Verdon
-0.0423427;43.9502147005342;node/7611716152;"90763";Armagnac;;;;;;;;;;https://www.cine32gers.com/barbotan/;;;;;"32096";Cazaubon
2.4802864;48.9015184997168;node/574952498;"61504";Ciné Malraux;;;;;;;;;;http://www.cinemalraux.fr;;;;;"93010";Bondy
-2.48999;47.3486667000872;node/4371620138;"437012";Cinéma Atlantic;;;;;;;"1";"160";;http://www.cinemaatlantic.fr/;+33 2 40 11 79 09;;Q20894441;;"44211";La Turballe
5.7828762;47.0335136001544;node/7660107358;133681-;Salle des Fêtes;Écran Mobile BFC;;;;;;"1";"250";;https://www.ecranmobilebfc.org/arc-et-senans;;;;;"25021";Arc-et-Senans
5.812975;43.7284094005395;node/1798690613;"462644";Le Moulin de Saint-André;Cinéma de Pays;yes;"Mo-Tu 18:00-00:00; We 14:00-00:00; Fr 18:00-00:00; Sa 14:00-00:00; Su 14:00-20:30";;;yes;"1";"160";;https://cinemadepays.fr/;+33 9 63 04 56 52;https://www.facebook.com/cinepaysvinon/;;;"83150";Vinon-sur-Verdon
-0.561456804897421;44.8420198411405;way/391754970;"62871";Mégarama Bordeaux;Megarama;;;;;yes;"17";"2878";;http://bordeaux.megarama.fr/;;;Q96707027;;"33063";Bordeaux
-1.49239449107238;47.9587700406242;way/83312390;"203311";Stella;;;;;;;;;;https://www.stella-janze.fr/;+33 2 99 47 24 73;;;;"35136";Janzé
2.7769634;50.2900375993881;node/7611864261;"25038";Le Casino;;yes;;;;;;;;;;;;;"62041";Arras
3.07227923626716;50.664168457688;way/74652727;"246501";Cinéma Colisée Lumière;;;;;;yes;"1";"226";;https://www.marcq-en-baroeul.org/culture-sport-loisirs/culture/cinema-colisee-lumieres;+33 3 20 31 37 17;;;;"59378";Marcq-en-Barœul
2.3431466;48.8499610997296;node/320952619;"8422";Le Champo;;no;;;no;no;"2";;;http://www.cinema-lechampo.com/;+33 0143297904;;Q3220985;;"75056";Paris
-1.49924534320369;48.0457908077482;way/63581676;"104282";Cinéma Paradisio;;;;;;;;;;;;;;;"35069";Châteaugiron
0.877037733457123;43.7324330467329;way/65317010;"253442";Ciné 32;;;;;;;;;;https://www.mauvezin.fr/web/vie-mauvezinoise/cinema;;;;;"32249";Mauvezin
5.5916537;45.1270496004556;node/3987172765;"216371";Cinéma Associatif Le Clap;;;;;;;;;;http://www.leclapvercors.fr/;;;Q61859578;"51783037800025";"38205";Lans-en-Vercors
5.7086712;43.6869091005402;node/5731009976;"409303";Le Midic;;;;;;no;"1";"99";;https://www.stpaul.fr/vie-pratique/cinema/;;Cinéma-Le-Midic-2537069326343416;Q61859849;"84232340400017";"13099";Saint-Paul-lès-Durance
-1.785493;49.3784909995992;node/2340774387;"39662";Le Select;;;;;;yes;"1";"270";;;;;;;"50031";Barneville-Carteret
0.3701747;45.0376616004646;node/2574249364;"283412";Cinéma Notre-Dame;;;;;;yes;"1";"141";;;;;;;"24299";Mussidan
6.128619;43.923882600535;node/3621407351;;Bras-d'Asse - Cinéma de Pays;;yes;;;;yes;"1";;;https://cinemadepays.wixsite.com/cinema;+33 9 63 04 56 52;;;;"04031";Bras-d'Asse
1.3846871;44.7380659004911;node/9776943885;"181262";L'Atalante;;yes;;;;yes;"2";;;http://cinegourdon.fr;+33 5 65 32 23 85;;;;"46127";Gourdon
-0.034980928307548;43.7585640409233;way/95863096;"291731";Nogaro ciné;;;;;;;;;;https://www.cine32gers.com/nogaro/;;;;;"32296";Nogaro
0.369514323205734;46.6703105288563;way/56215644;no;Kinémax;;yes;;;;;;;;;;;;;"86115";Jaunay-Marigny
5.33006571179526;43.3607728722892;way/69642070;"249942";L'Alhambra cinémarseille;;yes;;;;yes;"1";"256";;https://www.alhambracine.com/;+33 4 91 46 02 83;;Q42295033;;"13055";Marseille
-1.7380661;46.5024393002577;node/7623662714;"104143";La Gargamoëlle;;;Sa off;;;;"1";"147";;;;;;;"85194";Les Sables-d'Olonne
2.3117825;48.8832430997213;node/2123993297;no;Cinémathèque Robert Lynen;;;Mo-Fr 09:00-18:00;;;;;;;http://www.cinemathequerobertlynen.paris;+33 1 42 12 81 54;;Q2973240;;"75056";Paris
7.0062686;43.6414342005408;node/360621677;"439503";Les Visiteurs du Soir;;;"""During events""";;;yes;"1";"230";;https://lesvisiteursdusoir.com;+33 4 93 12 91 88;Les-Visiteurs-du-Soir-109614822396978;Q61860100;;"06152";Valbonne
3.1049113;42.5160346005184;node/2284529855;"321912";Ciné Théâtre Vauban;;;;;;;;;;;;;;;"66148";Port-Vendres
-4.4844900014249;48.3889454365315;way/42577752;;Cinémathèque de Bretagne;;;;;;;;;;;;;Q2973235;;"29019";Brest
-2.41696491868343;48.1922913496935;way/202530906;"257772";Cinéma Le Studio;;;;;;;;;;;;;;;"22147";Merdrignac
6.21168625424896;47.1456844323348;way/153669864;;;;;;;;;;;;https://www.dino-zoo.com/fr/parc-a-theme/attraction-enfants/cinema-4d/;;;;;"25222";Étalans
3.2376318;48.415413499837;node/1721601620;"71901";Le Renaissance;;;;;;;;;;;;;;;"77051";Bray-sur-Seine
7.2811159;43.70103770054;node/10222900303;;Cinéma Jean-Paul Belmondo;;;;;;;;;;https://cinemabelmondo.departement06.fr/;;;;;"06088";Nice
-2.7054486;48.28051549987;node/3660937842;"315411";Le Cithéa;Association Jeanne d'Arc;yes;;;no;yes;"1";;;http://www.cithea.net/;+33 2 96 26 81 18;;;;"22219";Plouguenast-Langast
2.546143;50.4796973993483;node/8232267394;;Les Étoiles;;;;;;;;;;;;;;;"62178";Bruay-la-Buissière
2.31803783141851;48.9887885528496;way/146734132;"274702";Eden;;;;;;;"2";;;http://montmocine.fr/;;;;;"95428";Montmorency
-1.01786056506468;45.6265923960993;way/580378205;"346502";Le Lido;CGR;;;;;yes;"6";"1076";;https://www.cine-royan.com/;;;Q2931406;;"17306";Royan
7.015337;43.5525028005416;node/1734312530;"84712";Cinéma Les Arcades;;;;;;yes;"3";"453";;http://arcadescannes.cine.allocine.fr/;;;Q42294948;;"06029";Cannes
2.13348043039749;48.7019692842978;way/63446823;"177201";Le Central;UGC;;;;;;"1";"155";;https://www.ugc.fr/cinema.html?id=47;;;Q1643241;;"91272";Gif-sur-Yvette
2.50807290616108;48.814127438019;way/109537515;"97431";Studio 66;Megarama;;;;;;"5";;;http://studio66.megarama.fr/;;;Q96707027;;"94017";Champigny-sur-Marne
2.3417802;48.8508082997293;node/1427978193;"8341";Nouvel Odéon;Haut et Court;;;;;;;;;https://www.nouvelodeon.com/;+33 9 62 25 24 29;;Q3345115;;"75056";Paris
-1.3775863;46.0329478003373;node/6696827782;;L'Escale;;;;;;;;;;;;;;;"17323";Saint-Denis-d'Oléron
6.0064571;43.5582156005416;node/4471201286;"39442";Cinéma l'Odéon;;;;;;yes;"1";"131";;;;;;;"83012";Barjols
-2.0765208;47.3188844000937;node/1553384899;"141031";Ciné-Donges;;;;;;;;;;;;;;;"44052";Donges
5.8202467;44.533447800506;node/886335453;"450871";Les Variétés;;;;;;yes;"1";"276";;;+33 9 71 53 01 71;;;;"05179";Veynes
6.2214967;43.8442432005372;node/3621400190;;Cinéma de Pays;;yes;"Fr 21:00-00:00; Sep-Jun off";yes;;no;"1";;;https://cinemadepays.wixsite.com/cinema;+33 9 63 04 56 52;;;;"04135";Moustiers-Sainte-Marie
4.90380256496196;45.8188702270202;way/545500380;"337784";Ciné-Rillieux;;;;;;no;"3";"590";;https://www.rillieuxlapape.fr/culture-et-patrimoine/cine-rillieux-416.html;+33 4 74 98 24 11;Ciné-Rillieux-412575502157414;Q108584823;;"69286";Rillieux-la-Pape
6.09334425487485;49.3174388950261;way/99490945;"360572";Grand Écran;;;;;;;"1";;;;;;;;"57647";Serémange-Erzange
6.7880957;46.2955294002943;node/6239355918;;Le Névé;;;;;;;;;;https://hiver.lachapelledabondance-tourisme.com/equipement/cinema-le-neve-la-chapelle-dabondance/;;;;;"74058";La Chapelle-d'Abondance
4.1031971;46.4680802002639;node/6844732205;"303475";Empire Cinéma;;yes;"Mo 09:00-23:30; Tu 17:30-23:30; We 13:00-23:30; Th-Fr 17:30-23:30; Sa-Su 13:30-23:30";;;no;"3";"513";;https://www.allocine.fr/seance/salle_gen_csalle=P0642.html;+33 3 85 81 12 11;;;;"71342";Paray-le-Monial
2.9792724;43.0286559005372;node/7626619514;"363131";Cinéma des Corbières;;;;;;;"1";"206";;https://www.sigean.fr/culture-loisirs/cinema-des-corbieres.html;+33 4 68 48 81 81;cinecorbieressigean;Q61860043;;"11379";Sigean
2.330617;48.8428389997313;node/4691885430;"801";MK2 Parnasse;MK2;;;;;;"3";"284";;https://www.mk2.com/salles/mk2-parnasse;;https://www.facebook.com/mk2parnasse;Q3273031;;"75056";Paris
2.3289276;48.8424533997314;node/259439940;"802";UGC Rotonde;UGC;;;;;;"3";;voice_description;https://www.ugc.fr/cinema.html?id=15;;;Q1643241;;"75056";Paris
-61.6889747;15.9893692000233;node/9909168340;;Mutiplexe Cinestar (en travaux);;;;;;;;;;;;;;;"97109";Gourbeyre
6.6249315;43.3252851005416;node/2855172217;"405462";Cinémas Marcel Pagnol;;;;;;yes;"3";"450";;;;;;;"83115";Sainte-Maxime
-1.39122356988915;48.257383549208;way/306118521;"374582";Cinéma Le Mauclerc;;;;;;yes;"2";;;http://www.cinemamauclerc.fr/;+33 2 99 39 24 34;;;;"35253";Saint-Aubin-du-Cormier
-1.0986538323873;49.1183630317686;way/106886060;"398574";Cinémoviking;;;;;;yes;"9";"1344";;https://www.cinemoviking.fr/;+332 33 55 63 72;;;;"50502";Saint-Lô
4.4159339;45.3402926004322;node/7649509123;"386792";Espace Jules Verne;;;;;;yes;"1";"221";;;;;;;"42224";Saint-Genest-Malifaux
1.0674617230655;46.6317193541089;way/66921360;"57473";Cinéma Studio-République;;;;;;yes;"2";"253";;;;;;;"36018";Le Blanc
5.7286083;45.189539000449;node/313952440;"185002";Les 6 Rex;;yes;Mo-Su 13:30-23:30;;;yes;"6";"1009";;;+33 4 76 44 06 82;;;;"38185";Grenoble
4.16660748854936;44.2292320935746;way/847129962;;Salle Bauquier;;;;;;;"1";;;;;;;;"30152";Les Mages
5.7273617;45.1932263004486;node/2435592229;;Cinémathèque de Grenoble;;;"Mo-Fr 09:00-12:30,14:00-17:30";;;;;;;https://www.cinemathequedegrenoble.fr;+33 4 76 54 43 51;;Q20089537;;"38185";Grenoble
3.4068856;47.9827222999418;node/9631670117;;Cinéma Agnès Varda;;;;;;;;;;https://www.cineode.fr/joigny/;"0967642476";;;;"89206";Joigny
4.2165152;45.1853073004495;node/3668755024;;Cinéma Le Foyer;;;;;;;;;;;;;;;"43114";Lapte
3.1442948;50.686314199307;node/1938819134;;Salle Marie-Christine Barrault;;;;;;;;;;;;;;;"59646";Wasquehal
7.3672281881763;48.7393507797133;way/514866793;"356024";Ciné Cubic;;;;;;yes;"2";"412";;https://www.cinecubic-saverne.fr/;;;;;"67437";Saverne
2.75823541862903;43.200843612616;way/91772775;"225081";Le Palace;;;;;;;;;;;;;;;"11203";Lézignan-Corbières
2.3423475;48.8474974997301;node/530885660;"8391";Cinéma du Panthéon;;;;;;;;;;https://www.whynotproductions.fr/pantheon/;+33 1 40 46 01 21;;Q2973174;;"75056";Paris
4.42011024394522;46.8057461797961;way/124740449;"128605";Le Morvan;;;;;;yes;"4";"456";;;;;;;"71153";Le Creusot
-2.79124609981584;47.6689004021496;way/144035935;"441876";Cinéville Parc Lann;Cinéville;yes;Mo-Su 10:30-00:30;;;yes;"9";;;https://vannes.cineville.fr;+33 2 97 42 51 81;https://www.facebook.com/Cin%C3%A9ville-Parc-Lann-Vannes-449443395219868;Q2973271;;"56260";Vannes
7.16036669389622;47.7958225745006;way/1071515624;;Ciné Croisière Cernay;;;;;;;"7";;;https://www.cinecroisiere.fr/;+33 9 74 19 77 78;;;;"68063";Cernay
-2.42961258952936;47.2761416455617;way/70899555;"322952";Pax;;;;;;;"1";"230";;;;;;;"44135";Le Pouliguen
-3.5447485;47.8733099999677;node/339967958;"330052";La Bobine;;yes;;;;;"1";;;https://www.quimperle.bzh/vivre-a-quimperle/culture/le-cinema/;;labobinequimperle;Q61859426;;"29233";Quimperlé
6.0753308;44.6817798004955;node/1826812311;"376802";Central cinéma;;;;;;no;"1";"212";;;"+33492505611";;;;"05132";Saint-Bonnet-en-Champsaur
2.0594579;47.2246696001141;node/306991099;"720650";Ciné Lumière;;;;;;no;"7";"1191";;;;;;;"18279";Vierzon
1.0658449;49.4465674995827;node/1192420361;"344590";Pathé;Pathé Gaumont;yes;Mo-Su 10:30-23:00;;;yes;"14";"3021";;https://www.cinemaspathegaumont.com;+33 8 92 69 66 96;;Q3060526;;"76540";Rouen
2.18918970809788;48.8442513539529;way/78817128;"172914";Centre Culturel Sydney Bechet;Municipal;;;;;;;;;;;;;;"92033";Garches
0.159921978504025;45.6502077997854;way/64574660;;L’Éperon Ice CGR;;;;;;;;;;;;;;;"16015";Angoulême
7.00478939202403;47.5073481966913;way/79067797;"136912";Halle des 5 Fontaines;;;;;;yes;"1";"113";;;;;;;"90033";Delle
3.40317196950711;49.0460924258278;way/159767932;"104994";Cinéma Théâtre;;;;;;yes;"4";"576";;;;;Q46698883;;"02168";Château-Thierry
2.72532;43.1468857005396;node/7188548494;"155143";;;;;;;;"1";;;;;;;;"11140";Ferrals-les-Corbières
3.8800466;43.6090714005411;node/347532098;"275273";Gaumont Comédie;Pathé Gaumont;;;;;;;;;https://www.cinemaspathegaumont.com/cinemas/cinema-gaumont-comedie;;;Q42295110;;"34172";Montpellier
7.49900085472504;48.5224887292554;way/444468912;"141410";Le Trèfle;;;;;;yes;"13";"2041";;https://www.cinemadutrefle.com/;;;;;"67101";Dorlisheim
5.9285469;49.4690748995772;node/7603786266;"460135";Cinéma Rio;;;;;;;"1";;;;;;;;"54580";Villerupt
5.2135957;43.418899800542;node/478609280;"247565";Cinéma Saint-Exupéry;;;;;;yes;"2";"240";;;;;;;"13054";Marignane
-0.4387221;45.0093826004673;node/9513983600;;Villa Mon Ciné;;;;;;;"6";;;https://www.villa-moncine.fr/;;;;;"33366";Saint-André-de-Cubzac
-0.435365814878645;43.3177357835269;way/417624203;"722040";Cinemas CGR;CGR cinémas;;;;;no;"9";"1575";;https://www.cgrcinemas.fr/lescar/;;;Q2931406;;"64335";Lescar
5.5677137;46.3916159002776;node/7635303963;133681-;Salle Jeanne d'Arc;Écran Mobile BFC;;;;;;"1";"162";;https://www.ecranmobilebfc.org/arinthod;;;;;"39016";Arinthod
2.38526992317949;48.8321875791067;way/78271296;"6611";UGC Ciné Cité Bercy;UGC;yes;;;;yes;;;voice_description;https://www.ugc.fr/cinema.html?id=12;+33 1 46 37 28 24;;Q3547185;;"75056";Paris
7.07096;49.1108416996649;node/1320224289;"353201";Les Cinémas Forum;Société Nouvelle des Cinémas Melies;;;;;;"8";;;http://www.lescinemasforum.com/;;;;;"57631";Sarreguemines
0.627465551705189;48.7628265636115;way/282565376;"12101";L'Aiglon;Nord Ouest Exploitation Cinémas;;;;;yes;"1";"490";;http://www.cinema-laigle.com;+33 2 33 24 40 33;;;;"61214";L'Aigle
2.5124269;49.1304163996601;node/2692408406;"299511";Cinédori;;yes;;;;yes;"1";"186";;http://www.cinedori.com;+33 6 80 46 50 87;;;;"60482";Orry-la-Ville
0.0553583;43.3873167005419;node/4053389978;"451594";Ciné-Vic;;;;;;;;;;;;;;;"65460";Vic-en-Bigorre
2.0431238;49.0108446996897;node/764623860;"205601";Centre culturel;;;;;;;;;;;;;;;"95323";Jouy-le-Moutier
2.3521266;48.8475211997301;node/1427838201;"8531";Le Grand Action;;;;;;;;;;http://www.legrandaction.com/;+33 1 43 54 47 62;;Q3113488;;"75056";Paris
4.7086314;43.7264543005396;node/677767638;"164771";Eden;;;;;;yes;"1";"135";;;;;;;"13038";Fontvieille
-4.1016954;47.8710403999683;node/7608652592;"49632";Cinémarine;Cinéode;;;;;;"2";"326";;https://www.cineode.fr/benodet-cinemarine/;+33 2 98 64 88 64;;Q97017093;;"29006";Bénodet
2.3553091;48.8717707997241;node/1428020597;"1393";Le Brady;;;;;;;;;;https://www.lebrady.fr;;;Q3220615;;"75056";Paris
6.4795813;46.1739086003147;node/7731319051;"6297601";Les Chavannes;Écran mobile 74;;;;;;"1";"150";;http://www.fol74.org/cinema-itinerant;;;;;"74205";Onnion
1.28491122206276;45.8542508064326;way/70373180;"228370";Grand Écran Limoges Ester;Cinémas Grand Écran;;;;;yes;"14";"2465";;https://www.grandecran.fr/ester;+33 5 55 77 40 79;https://www.facebook.com/GELimogesEster;Q97578268;;"87085";Limoges
-4.1020955;47.994583099939;node/335605478;"330021";Le Katorza;Cinéville;;;;;;"6";"785";;https://katorzaquimper.cineville.fr;+33 2 98 90 02 48;https://www.facebook.com/Katorza-Quimper-101052434628946;Q61858703;;"29232";Quimper
7.1402511;48.0400392999281;node/1852732936;"282842";L'Espace Culturel Saint-Grégoire;;;;;;yes;"1";"247";;;;;;;"68226";Munster
-0.3318293;42.9594390005355;node/4591408474;"144303";Cinéma de Gourette;;;;;;no;"1";"126";;;;;;;"64204";Eaux-Bonnes
7.1107223;43.7232381005396;node/4276766717;"446171";Casino;;;;;;yes;"2";"281";;;;;;;"06157";Vence
8.80569786515629;42.2358269626226;way/607838279;"247550";Maistrale;;;;;;;"1";"97";;https://www.associu-scopre.com/cinema.php;;;;;2A154;Marignana
-2.12209579260417;47.9064854671659;way/252064122;"187365";Quai 56;;;;;;;;;;http://www.cinema-quai56.fr;+33 2 97 22 11 35;;;;"56075";Guer
4.912377;46.5625246002467;node/258942980;"431604";La Palette;;;;;;no;"1";"219";;;;;;217 105 436 00018;"71543";Tournus
-0.298124129376913;46.3622348725577;way/74587079;"127501";Cinéma Henri Georges Clouzot;;;;;;yes;"1";"222";;;;;;;"79048";La Crèche
-1.6060401;43.420129500542;node/7222771440;"187793";Getari Enea;;;;;;;"1";"128";;https://getarienea.com;+33 6 08 41 41 16;GRAAC-Getari-Enea-Guéthary-315096748987241;Q97932909;"84196893600010";"64249";Guéthary
5.77209223056594;45.0729497618546;way/104139558;"464453";Le Jeu de Paume;Les Cinémas Associés (LCA);yes;;;;yes;"2";"420";;https://www.cinevizille.fr/;+33 6 72 03 83 04;;;;"38562";Vizille
-1.6536108;49.6487043995341;node/2155740871;"148811";Le Palace;;;;;;yes;"1";"280";;;;;;;"50129";Cherbourg-en-Cotentin
-1.17948196066306;48.2245839316795;way/516372981;"105931";Le Vendelais;;;;;;;;;;;;;;;"35072";Châtillon-en-Vendelais
-1.0940584;48.5760018997974;node/1952615654;"391331";Cinema Rex;;yes;;;;yes;"1";"395";;;+33 2 33 49 68 50;;;;"50484";Saint-Hilaire-du-Harcouët
5.0708845;44.2442820005226;node/2020157476;"439295";Le Florian;;;;;;yes;;;;https://www.cinema-leflorian.fr/;+33 4 90 36 12 81;https://www.facebook.com/Cinéma-Le-Florian-126719550752560/;Q61859756;"39233529500037";"84137";Vaison-la-Romaine
0.9029952;45.8879621003595;node/2507222533;"395872";CinéBourse;;;;;;yes;"2";"328";;;;;;;"87154";Saint-Junien
2.3165303;48.8339422997335;node/2996098404;"483";L'Entrepôt (Cinéma);;;Mo-Su 10:00-20:30;;;;"3";;;http://www.lentrepot.fr;+33 1 45 40 07 51;;Q42296611;;"75056";Paris
6.4795251;47.0474714001515;node/7660520257;"133681";Espace culturel Paulette Donzel;Écran Mobile BFC;;;;;;;;;https://www.ecranmobilebfc.org/gilley;;;;;"25271";Gilley
4.9523169042843;48.639277693708;way/572629964;"382552";Ciné Quai;;;;;;;;;;https://www.cinequai.fr;+33 3 25 05 03 25;;Q16507222;;"52448";Saint-Dizier
-0.2142607;44.4325593005124;node/2108628718;"42841";Cinéma Vog;;;;;;yes;"1";"154";;http://www.cinema-bazas.fr/;"+335 56 25 12 67;+336 81 73 37 45";;;;"33036";Bazas
3.9463985;47.1854890001225;node/7626179918;"723200";Cinéma Le Clap;;;;;;no;"1";"64";;;;;;;"58205";Ouroux-en-Morvan
6.69723825988536;45.2023298845318;way/111764247;"264123";Le Grand Air;;;;;;;;;;http://villarodin-bourget.fr/station-de-ski-de-la-norma/#cinema;;;;;"73322";Villarodin-Bourget
-3.4608206;48.7278363997598;node/554603504;"216171";Les Baladins;;yes;;;;;;;;http://lannion.les-baladins.com/;+33 2 96 37 26 10;"191784817510844";Q61860032;"33929383900058";"22113";Lannion
1.8249589764282;50.1149576543211;way/694496637;"10192";CGR Abbeville;CGR;;;;;yes;"8";"1209";;https://www.cgrcinemas.fr/abbeville/;;;Q2931406;;"80001";Abbeville
6.5664487;44.2916242005203;node/3710378674;"15741";L'Aiguille;;;;;;yes;"1";"187";;https://www.valdallos.com/cinema-de-l-aiguille-la-foux-dallos.html;+33 4 92 83 84 84;cinelafouxdallos;Q61858999;"21040006500160";"04006";Allos
1.1827522;47.3434421000884;node/2995031124;"276351";Cinéma Le Régent;;;;;;no;"1";"195";;;;;;;"41151";Montrichard Val de Cher
5.9185181;45.5666271004043;node/1530364523;"721450";Pathé;Pathé Gaumont;;;;;no;"10";"1611";;http://www.cinemaspathegaumont.com/cinemas/cinema-pathe-chambery;;;Q3060526;"49822767700032";"73065";Chambéry
6.8813603;48.0719904999205;node/4177588495;"175924";Salle André Bourvil;;;;;;;"1";"206";;http://mclgerardmer.fr/seances/;+33 3 29 63 08 60;;;;"88196";Gérardmer
0.516240616713596;49.3510837881579;way/1082077015;;Cinéma Noé Pont-Audemer;;;;;;;;;;;;;;;"27467";Pont-Audemer
2.3890443;48.5282292998092;node/1605619507;"37350";Ciné Toile;;yes;;;;;;;;;;;;;"91045";Ballancourt-sur-Essonne
-2.13773581882019;47.9445405894241;way/252064341;;Cinéma Bonaparte;;;;;;;;;;;;;;;"56075";Guer
4.9429506;43.454054300542;node/2868327177;"165884";L’Odyssée;;;;;;yes;"2";"392";;;;;;;"13039";Fos-sur-Mer
0.5914652;42.7890553005302;node/6313113146;"35872";Le Rex;;;;;;;;;;https://www.cinemaluchon.com/;"+33561790052";;;;"31042";Bagnères-de-Luchon
2.0992719;49.0493007996801;node/540900187;"320532";Utopia Pontoise;Utopia;;;;;;;;;https://www.cinemas-utopia.org/saintouen/;+33 1 30 37 75 52;https://www.facebook.com/CinemaUtopia95/;Q3552766;;"95500";Pontoise
6.7769106;46.1913555003118;node/2501815561;"279192";Les portes du soleil;;;;;;;;;;https://www.cinema-avoriaz.fr/;;;;;"74191";Morzine
2.87960479980783;43.8234937498172;way/80351432;"82741";Le temple;;;;;;;;;;;;;Q61859990;;"12044";Camarès
4.2628658;45.5108149004115;node/4586853554;"396275";Family Cinema;;;;;;yes;"7";"1277";;http://family-cinema.com;"+33477554263";https://www.facebook.com/familycinemaasso;;"77641590300025";"42279";Saint-Just-Saint-Rambert
4.71559418023198;49.7741318825442;way/91142130;"102246";Cinéma Métropolis;;yes;;;;yes;"10";"2008";;http://cinemet.fr;+33 3 24 33 22 08;;;;"08105";Charleville-Mézières
3.4959684;45.1075497004576;node/7687878043;6058121-;Centre culturel;Cinevasion 43;;;;;;"1";"300";;http://www.ville-langeac.fr/Centre-culturel;+33 4 71 77 28 06;;;;"43112";Langeac
4.2898674;45.3896577004264;node/7624224619;"159923";Majestic;;;;;;yes;"2";"837";;;;;;"34466092300014";"42095";Firminy
-3.3656913;47.7517313999961;node/576624863;"233001";Cinéville Lorient;Cinéville;;;;;;"11";"2160";;https://lorient.cineville.fr;;https://www.facebook.com/CinevilleLorient;Q2973271;;"56121";Lorient
2.42329970810961;49.0022201860788;way/555733637;"179852";Jacques Prévert;;;;;;;;;;http://cineprevert.blogspot.fr/;"+33 1 39 85 21 92;+33 1 39 85 85 30";;;;"95277";Gonesse
5.3622849;43.413026400542;node/7617280165;"306521";Pathé;Pathé Gaumont;;;;;;"17";"3617";;https://www.cinemaspathegaumont.com/cinemas/cinema-pathe-plan-de-campagne;;;Q3060526;"05880315600031";"13071";Les Pennes-Mirabeau
1.5789415;50.6324451993175;node/2302940666;"287462";Cinéma 2001-2002;;yes;;;;yes;"2";"332";;;;;;;"62604";Neufchâtel-Hardelot
2.32101075810605;48.9289647452;way/67829547;"575001";Mégarama Villeneuve;Megarama;;;;;yes;"18";"3728";;http://villeneuve.megarama.fr/;;;Q3332800;;"92078";Villeneuve-la-Garenne
1.72444018441116;43.82216006899;way/63261936;"330574";La Halle;;;;;;;;;;;;;;;"81220";Rabastens
2.5019663;48.7541225997533;node/1789920395;"60942";Le Forum;;yes;;;;;"1";;;https://ville-boissy.fr/vivre-a-boissy/culture-evenements/cinema-le-forum/;+33 1 45 10 26 99;https://www.facebook.com/forumboissy;Q61859757;;"94004";Boissy-Saint-Léger
4.3641937101821;46.674161066933;way/680030487;"269843";Les Plessis;;;;;;yes;"3";"662";;https://www.cineplessis.fr;;;;"72562054600012";"71306";Montceau-les-Mines
2.37218198400666;48.8841908734484;way/63971384;"9900";MK2 Quai de Loire;MK2;;;;;;"6";"1108";;https://www.mk2.com/salles/mk2-quai-seine-quai-loire;;https://www.facebook.com/mk2quaideloire;Q3273032;;"75056";Paris
0.0113945;45.1507598004532;node/2291163195;"339491";Cinéma Le Club;;;;;;yes;"1";"161";;;;;;;"24354";La Roche-Chalais
5.0307968;43.6957010005401;node/8036468287;"154712";Le Grenier de l'Alcazar;;;;;;;;;;;;;;;"13035";Eyguières
2.6700642;42.4733258005162;node/4475030353;"17082";Le Casino;;;;;;;;;;http://www.tourisme-amelie.com/articles-139/109-255-casino-municipal/;;;;;"66003";Amélie-les-Bains-Palalda
5.3835626;43.2939570005414;node/4390319090;;Vidéodrome 2;;yes;"Tu, Th-Fr 17:00-02:00; We,Sa 15:00-02:00; Su 15:00-00:30";;;;;;;https://www.videodrome2.fr/;+33 4 91427541;;;;"13055";Marseille
2.3151476;48.7032891997659;node/869371341;"111583";Cinéma François Truffaut;;;;;;;;;;;;;;;"91161";Chilly-Mazarin
6.8106998;43.9481181005343;node/4332596806;;Entrevaux - Cinéma de Pays;;yes;;;;yes;"1";;;https://cinemadepays.wixsite.com/cinema;+33 9 63 04 56 52;;;;"04076";Entrevaux
6.72755284598136;46.0812055191989;way/50702765;"351441";Le Criou;;no;;;;;;;;http://www.mairiedesamoens.fr/cinema.aspx;;;;;"74258";Samoëns
0.486423776932456;44.8533986447795;way/68601048;"50151";Grand Écran Cyrano;Cinémas Grand Écran;no;;;;yes;"9";"1082";;https://www.grandecran.fr/ge-cyrano;+33 5 53 74 53 10;https://www.facebook.com/GEBergerac;Q97578268;;"24037";Bergerac
5.384402;43.3126851005416;node/1502258175;"250412";Le Gyptis;;yes;Tu-Su;;;no;"1";"230";voice_description;http://www.lafriche.org/fr/cinema-le-gyptis;+33 4 95 04 96 25;;Q97292978;;"13055";Marseille
